Fecha,Producto/Ficha,Categoria,Descripción,Moneda,Valor Venta
5/8/2023,845530003-11573,ACCESORIO,LUBRICANTE  TF2 ULTIMATE CON TEFLON SMART SPRAY 400ML TipoAcc: LUBRICANTE,S/ ,42.29
5/8/2023,845530022-13655,ACCESORIO,DESENGRASANTE JET BLAST  500ML TipoAcc: DESENGRASANTE,S/ ,42.29
5/9/2023,581270039-12251,FITNESS,TROTADORA T100 Color: GRIS,S/ ,"1,524.79"
5/9/2023,571230127-13613,BICICLETA,"BICICLETA MRG KIDS 16"" Aro: 16""; Color: NEGRO/AZUL; Gén.: UNISEX",S/ ,507.84
5/9/2023,601581592-14158,ACCESORIO,YOGA BALL 65CM Color: AZUL; TipoAcc: YOGA BALL,S/ ,67.71
5/9/2023,731990130-12728,ACCESORIO,"LLANTA MAGIC MARY 27.5X2.60, EVO, SUPER DOWNHILL, TLE 65-584 B/B-SK HS447 ADDIX ULTRA SOFT 2x67EPI B Color: NEGRO; Talla: 27.5X2.60; TipoAcc: LLANTA",S/ ,125.76
5/9/2023,731990181-12728,ACCESORIO,"LLANTA EDDY CURRENT REAR 27.5X2.60, EVO, SUPER GRV, TLE 65-584 B/B-SK HS497 ADDIX SOFT 67EPI B Color: NEGRO; Talla: 27.5X2.60; TipoAcc: LLANTA",S/ ,282.97
5/10/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,609.32"
5/10/2023,617060034-0,ACCESORIO,MANTENIMIENTO PREVENTIVO .,S/ ,38.14
5/10/2023,732270060-15195,ACCESORIO,PEDAL PINNER ELITE FLAT Color: BLACK; Año: 2021.000; TipoAcc: PEDALES,S/ ,227.97
5/10/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,202.54"
5/10/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
5/11/2023,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,541.53"
5/11/2023,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,660.17
5/12/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"3,473.73"
5/13/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
5/13/2023,571192195-15062,BICICLETA,"BICICLETATMPT-3 27.5"" S (2201125324) Aro: 27.5""; Color: SNOW DRIFT; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"2,117.80"
5/15/2023,571230140-14489,BICICLETA,"BICICLETA SPD DARK 16"" Aro: 16""; Color: NEGRO/AMARILLO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,677.12
5/15/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
5/15/2023,571200155-11113,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: MUJER",S/ ,931.36
5/15/2023,602220011-12947,ACCESORIO,GUARDABARROS CORTO MTB NEGRO - ZEB (A1 + / 2021 +) Color: NEGRO; TipoAcc: GUARDABARROS,S/ ,76.19
5/15/2023,571200010-11188,BICICLETA,"BICICLETA ROMA 26"" Aro: 26""; Color: VERDE AGUA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,270.34"
5/16/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,244.92"
5/16/2023,571230054-11231,BICICLETA,"BICICLETA DAISY SPRING 20"" Aro: 20""; Color: LILA; Mater.: ACERO; Gén.: MUJER",S/ ,507.84
5/18/2023,600290274-0,ACCESORIO,"CARGADOR DE BATERIA, COLOR NEGRO, PARA BICICLETA ELECTRICA MODELO E-FLASH, ARO 20"" .",S/ ,173.73
5/19/2023,621353168-0,ACCESORIO,LLAVE DE SEGURIDAD / #9 / TROTADOR T301-B .,S/ ,33.90
5/22/2023,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,626.27"
5/22/2023,581560016-11248,FITNESS,SPINNING K4800 Color: NEGRO,S/ ,"1,355.08"
5/22/2023,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,"1,016.10"
5/22/2023,571200050-11478,BICICLETA,"BICICLETA LEGEND 26"" Aro: 26""; Color: MORADO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,185.59"
5/23/2023,602020019-14272,ACCESORIO,LUZ LED POSTERIOR INTELIGENTE ENFITNIX CUBELITEII CON ACELEROMETRO Y GIROSCOPIO Color: NEGRO/ROJO; TipoAcc: LUZ,S/ ,109.32
5/23/2023,600290275-0,ACCESORIO,"CARGADOR DE BATERIA, COLOR NEGRO, PARA BICICLETA ELECTRICA MODELO E-LIGHTNING, ARO 26"" .",S/ ,173.73
5/24/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,711.02"
5/25/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,694.07"
5/26/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,626.27"
5/28/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,931.36
5/28/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
5/31/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"3,050.00"
5/31/2023,731950009-12926,ACCESORIO,PIÑON 12-32 7V Color: PLATEADO; TipoAcc: PIÑON,US$,47.36
5/31/2023,732210082-12944,ACCESORIO,FRENO DE DISCO HIDRAULICO DELANTERO TEKTRO ORION HD-M745 Color: NEGRO; TipoAcc: FRENO DE DISCO,US$,242.42
5/31/2023,601640085-12418,ACCESORIO,CADENA PC X1 SOLIDPIN 118 ESLABONES PWRLOCK 11 VELOCIDADES (00.2518.008.007) Color: PLATEADO; TipoAcc: CADENA,US$,106.12
5/31/2023,732230049-12743,ACCESORIO,"HORQUILLA SID ULTIMATE RACE DAY - CONTROL REMOTO 29 ""BOOST ¿ 15X110 120 MM 44 COMPENSACIONES DEBONAIR CÓNICO (INCLUYE GUARDABARROS, TUERCA ESTRELLA, CONTROL REMOTO MAXLE STEALTH Y TWISTLOC) C1 Color: NEGRO; TipoAcc: HORQUILLA",US$,"2,954.91"
5/31/2023,732130011-12725,ACCESORIO,SHIFTER X3 TRIGGER SET 7 VELOCIDADES Color: NEGRO; TipoAcc: SHIFTER,US$,82.36
5/31/2023,732130012-12725,ACCESORIO,SHIFTER X4 TRIGGER SET 8 VELOCIDADES Color: NEGRO; TipoAcc: SHIFTER,US$,100.20
5/31/2023,732210084-12944,ACCESORIO,FRENO DE DISCO HIDRAULICO POSTERIOR TEKTRO ORION HD-M745 Color: NEGRO; TipoAcc: FRENO DE DISCO,US$,242.42
5/31/2023,731950008-12723,ACCESORIO,PIÑON 11-32 8V Color: NEGRO; TipoAcc: PIÑON,US$,47.36
6/1/2023,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,541.53"
6/1/2023,845530029-13655,ACCESORIO,DESENGRASANTE CITRICO DE CADENA  1LTR (BIODEGRADABLE) TipoAcc: DESENGRASANTE,S/ ,84.66
6/2/2023,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"2,626.27"
6/2/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
6/3/2023,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"2,626.27"
6/4/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
6/6/2023,732230070-13162,ACCESORIO,"HORQUILLA JUDY SILVER TK - REMOTE 29 ""9QR 100MM BLACK ALUM STR 1 1/8 51OFFSET SOLO AIR (INCLUYE, TUERCA DE ESTRELLA Y CONTROL REMOTO POPLOC DERECHO) A3 TipoAcc: HORQUILLA",US$,805.55
6/6/2023,731940021-12718,ACCESORIO,"PASTILLAS DE FRENO DE DISCO - ORGÁNICO / ACERO (SILENCIOSO) - (INCLUYE PASADOR GUÍA, CLIP Y SEPARADOR DE PASTILLAS) - NIVEL TL / NIVEL T / NIVEL / NIVEL ULT / TLM B1 (2020 +) / DB / ELIXIR / - CARRETERA OE ALMOHADILLA TipoAcc: PASTILLAS DE FRENO",S/ ,84.66
6/6/2023,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,575.42"
6/7/2023,845530019-11573,ACCESORIO,LUBRICANTE  CERAMICO MIXTO 100ML TipoAcc: LUBRICANTE,S/ ,38.90
6/8/2023,571192080-13703,BICICLETA,"BICICLETA TLN 29 - 3 L (2101108127) Aro: 29""; Color: METALLIC BLACK; Talla: L; Año: 2021.000",S/ ,"1,694.07"
6/9/2023,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"1,778.81"
6/9/2023,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,033.05"
6/9/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
6/12/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
6/12/2023,581270045-11248,FITNESS,TROTADORA T610 Color: NEGRO,S/ ,"3,727.97"
6/12/2023,571230054-11231,BICICLETA,"BICICLETA DAISY SPRING 20"" Aro: 20""; Color: LILA; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
6/13/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
6/13/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,270.34"
6/13/2023,571510189-15310,BICICLETA,"BICICLETA STN 29 - 2 M (2201006205) Aro: 29""; Color: KNIGHT SHIELD; Talla: M; Año: 2022.000",S/ ,"5,873.17"
6/13/2023,571191929-13284,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,931.36
6/14/2023,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"4,405.93"
6/15/2023,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,609.32"
6/15/2023,571192206-15232,BICICLETA,"BIC RINCON-2 29"" L (2201146337) Aro: 29""; Color: GREY; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: L",S/ ,"1,439.83"
6/16/2023,602020016-13280,ACCESORIO,LUZ CYCLE TORCH BIKE LIGHT SHARK 550R LED Color: NEGRO/PLATEADO; TipoAcc: LUZ,S/ ,168.64
6/16/2023,602250003-12963,ACCESORIO,TIMBRE TING SLIM Color: AZUL; TipoAcc: TIMBRE,S/ ,16.86
6/16/2023,602020003-11697,ACCESORIO,LUZ NUMEN COMBO 3 Color: NEGRO; TipoAcc: LUZ,S/ ,84.66
6/16/2023,601720285-14626,ACCESORIO,TIMBRE PARA BICICLETA CYCLE TORCH CT - MBB01 Color: NEGRO; Gén.: UNISEX; TipoAcc: TIMBRE,S/ ,50.00
6/18/2023,602240002-12995,ACCESORIO,PARADOR CENTRAL AJUSTABLE 20-29 Color: PLATEADO; TipoAcc: PARADOR,S/ ,38.05
6/18/2023,571192081-13704,BICICLETA,"BICICLETA TLN 29 - 3 M (2101108225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"1,694.07"
6/19/2023,571192075-13622,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/FUCSIA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,016.10"
6/19/2023,571380048-11093,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,067.20"
6/19/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,948.31"
6/20/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,948.31"
6/20/2023,571230114-12557,BICICLETA,"BICICLETA FUN 12"" Aro: 12""; Color: ROJO; Año: 2020.000; Gén.: HOMBRE",S/ ,533.05
6/22/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
6/23/2023,172120872-0,ACCESORIO,SILICONA LIQUIDA P/FITNESS x 500 ML .,S/ ,134.75
6/26/2023,621352403-11532,ACCESORIO,LLAVE ELECTRICA T301-#09 Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,42.36
6/27/2023,731990082-13973,ACCESORIO,"ARO WTB i29 27.5"" TCS 2.0 32H Color: NEGRO; TipoAcc: ARO",S/ ,367.29
6/27/2023,605530249-11668,ACCESORIO,PORTABOTELLA 5 MM (490000025) Color: NEGRO; TipoAcc: PORTABOTELLA,S/ ,16.86
6/28/2023,571200010-12622,BICICLETA,"BICICLETA ROMA 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,270.34"
6/30/2023,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
7/1/2023,571200208-14985,BICICLETA,"BIC ESCAPE-3 700C"" L (2100116327) Aro: 700C""; Color: CHARCOAL; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2021.000; Talla: L",S/ ,"1,397.46"
7/1/2023,571230131-13604,BICICLETA,"BICICLETA BRB LEADER 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,428.81
7/2/2023,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"3,143.22"
7/3/2023,571230137-11459,BICICLETA,"BICICLETA CANON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,660.17
7/3/2023,571230127-13613,BICICLETA,"BICICLETA MRG KIDS 16"" Aro: 16""; Color: NEGRO/AZUL; Gén.: UNISEX",S/ ,507.63
7/4/2023,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"1,778.81"
7/4/2023,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,567.37"
7/4/2023,571230136-13619,BICICLETA,"BICICLETA CANON 16"" Aro: 16""; Color: NEGRO/AMARILLO/NARANJA; Mater.: ACERO; Gén.: HOMBRE",S/ ,406.78
7/4/2023,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"1,778.81"
7/5/2023,581560017-11248,FITNESS,SPINNING K4015 Color: NEGRO,S/ ,"1,066.95"
7/5/2023,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,635.17
7/5/2023,571200218-15224,BICICLETA,"BICICLETAFLOURISH-4 700C"" XS (2200204123) Aro: 700C""; Color: TREKKING GREEN; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: XS",S/ ,"1,461.02"
7/5/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"2,245.34"
7/5/2023,621353586-0,ACCESORIO,LLAVE DE SEGURIDAD / #D07 / TROTADORA T620 .,S/ ,42.37
7/6/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"1,863.98"
7/6/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"1,863.98"
7/6/2023,601770009-11620,ACCESORIO,MINI INFLADOR CONTROL MINI MTB (610000006) Color: PLATA; TipoAcc: INFLADOR,S/ ,84.66
7/7/2023,571230139-14488,BICICLETA,"BICICLETA SPD KIDS 12"" Aro: 12""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,384.75
7/7/2023,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,635.17
7/7/2023,571200220-15226,BICICLETA,"BICICLETAFLOURISH-4 700C"" S (2200204224) Aro: 700C""; Color: PALE MAUVE; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"1,461.02"
7/7/2023,631500002-11217,BICICLETA,"E-BIKE FLS 20"" Aro: 20""; Color: NEGRO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"2,965.25"
7/7/2023,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,066.95"
7/7/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"2,245.34"
7/7/2023,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
7/7/2023,571192075-13989,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO",S/ ,812.71
7/8/2023,571200217-15223,BICICLETA,"BIC ESCAPE 2 DISC 700C"" L (2200115127) Aro: 700C""; Color: CHARCOAL; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: L",S/ ,"2,287.29"
7/8/2023,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,066.95"
7/8/2023,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,066.95"
7/8/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"2,245.34"
7/8/2023,571200155-13671,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: MORADO; Mater.: ACERO; Gén.: MUJER",S/ ,829.66
7/8/2023,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,033.05"
7/8/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"2,245.34"
7/8/2023,571230118-12561,BICICLETA,"BICICLETA ICONIC 16"" Aro: 16""; Color: BLANCO; Año: 2020.000; Gén.: MUJER",S/ ,439.83
7/10/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,126.27"
7/10/2023,571180006-11117,BICICLETA,"BICICLETA ROMA TEEN 24"" Aro: 24""; Color: VERDE AGUA; Mater.: ACERO; Gén.: MUJER",S/ ,829.66
7/10/2023,571510177-15069,BICICLETA,"BICICLETA STN 29 - 1 L (2201005107) Aro: 29""; Color: ROSEWOOD; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: L",US$,"6,711.75"
7/10/2023,571510176-15067,BICICLETA,"BICICLETA STN 29 - 1 M (2201005105) Aro: 29""; Color: ROSEWOOD; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: M",US$,"6,711.75"
7/10/2023,601990008-14733,ACCESORIO,PROTECTOR DE LLANTA HUCK NORRIS DH SINGLE TipoAcc: PROTECTOR DE LLANTA,S/ ,177.12
7/10/2023,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,567.37"
7/10/2023,571230130-13603,BICICLETA,"BICICLETA BRB FINTASTIC 12"" Aro: 12""; Color: FUCSIA; Gén.: MUJER; Lic.: MATTEL",S/ ,373.73
7/10/2023,571230115-12558,BICICLETA,"BICICLETA COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Gén.: MUJER",S/ ,373.73
7/10/2023,571192075-13622,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/FUCSIA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,812.71
7/10/2023,571230138-13649,BICICLETA,"BICICLETA ELSA 12"" Aro: 12""; Color: CELESTE; Mater.: ACERO; Gén.: MUJER",S/ ,373.73
7/10/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,105.51
7/10/2023,571230142-13604,BICICLETA,"BICICLETA BRB TEEN 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,428.81
7/12/2023,571200192-14385,BICICLETA,"BIC MOMENTUM PAKAWAY 1 20"" (2105021120) Aro: 20""; Color: MATTE BLACK; Talla: T/U; Año: 2021.000",S/ ,"2,372.03"
7/12/2023,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
7/12/2023,605530251-11668,ACCESORIO,PORTABOTELLA 6 MM (490000020) Color: NEGRO; TipoAcc: PORTABOTELLA,S/ ,21.10
7/13/2023,581270040-11248,FITNESS,TROTADORA T500 Color: NEGRO,S/ ,"3,066.95"
7/13/2023,571200192-14385,BICICLETA,"BIC MOMENTUM PAKAWAY 1 20"" (2105021120) Aro: 20""; Color: MATTE BLACK; Talla: T/U; Año: 2021.000",S/ ,"2,372.03"
7/14/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,965.26
7/15/2023,571192225-15467,BICICLETA,"BICICLETA TLN 29 - 2 M (2201112125) Aro: 29""; Color: KNIGHT SHIELD; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: M",S/ ,"1,778.81"
7/15/2023,571500043-14471,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
7/15/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.87
7/15/2023,602030001-14448,ACCESORIO,CASCO MTB Color: BLANCO/AZUL/PLATEADO; Talla: M; TipoAcc: CASCO,S/ ,59.24
7/15/2023,571191927-14966,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: AZUL/ROSADO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,711.02
7/15/2023,571192227-15469,BICICLETA,"BICICLETA TLN 29 - 2 L (2201112327) Aro: 29""; Color: METALLIC BLACK; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: L",S/ ,"1,778.81"
7/15/2023,571500046-15039,BICICLETA,"BICICLETA VID FURY 27.5"" Aro: 27.5""; Color: NEGRO/NARANJA; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,736.44
7/15/2023,581560017-11248,FITNESS,SPINNING K4015 Color: NEGRO,S/ ,914.41
7/15/2023,571192077-13700,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112125) Aro: 29""; Color: CONCRETE; Talla: M; Año: 2021.000",S/ ,"1,626.27"
7/17/2023,631500038-13521,BICICLETA,"E-BIKE ELIT 20"" Aro: 20""; Color: NEGRO/AMARILLO; Mater.: MAGNESIO",S/ ,"2,617.80"
7/17/2023,581270045-11248,FITNESS,TROTADORA T610 Color: NEGRO,S/ ,"2,795.77"
7/17/2023,581270039-12251,FITNESS,TROTADORA T100 Color: GRIS,S/ ,"1,219.49"
7/17/2023,571500043-13637,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
7/17/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,965.26
7/17/2023,571230131-13604,BICICLETA,"BICICLETA BRB LEADER 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,395.76
7/17/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.87
7/17/2023,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,524.58"
7/17/2023,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"1,524.58"
7/17/2023,571192078-13701,BICICLETA,"BICICLETA TLN 29 - 2 L (2101112127 ) Aro: 29""; Color: CONCRETE; Talla: L; Año: 2021.000",S/ ,"1,626.27"
7/17/2023,571230125-12666,BICICLETA,"BICICLETA SPACE 16"" Aro: 16""; Color: GRIS/MORADO; Mater.: ACERO; Gén.: MUJER",S/ ,319.49
7/18/2023,581270045-11248,FITNESS,TROTADORA T610 Color: NEGRO,S/ ,"4,660.17"
7/18/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.87
7/18/2023,571191929-13284,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,761.87
7/19/2023,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,541.53"
7/19/2023,602040028-14907,ACCESORIO,PROTECTOR DE CODOS Y RODILLAS BARB Color: ROSADO; Gén.: MUJER; Lic.: MATTEL; Talla: M,S/ ,25.42
7/19/2023,571230131-13604,BICICLETA,"BICICLETA BRB LEADER 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,395.76
7/20/2023,571380072-13647,BICICLETA,"BICICLETA TORNADO 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,990.68
7/20/2023,604090027-15186,ACCESORIO,CANDADO DE SEGURIDAD COMBO CABLE LOCK Color: YELLOW; TipoAcc: CANDADO,S/ ,40.59
7/22/2023,571500043-14472,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/ROJO; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
7/22/2023,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,931.36"
7/22/2023,602030100-14907,ACCESORIO,CASCO BARB Color: ROSADO; Gén.: MUJER; Lic.: MATTEL; Talla: M,S/ ,25.42
7/22/2023,571230131-13604,BICICLETA,"BICICLETA BRB LEADER 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,395.76
7/24/2023,602250005-12997,ACCESORIO,TIMBRE TING FLICK Color: PLATEADO; TipoAcc: TIMBRE,S/ ,12.63
7/24/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,355.09"
7/24/2023,571192153-14575,BICICLETA,"BIC ATX 27.5"" S (2101202224) Aro: 27.5""; Color: VIBRANT BLUE; Gén.: HOMBRE; Año: 2021.000; Talla: S",S/ ,"1,168.65"
7/24/2023,602300006-12980,ACCESORIO,BOTELLA CLEANSPRING 600CC Color: NEGRO; TipoAcc: BOTELLA,S/ ,20.25
7/24/2023,602300003-12980,ACCESORIO,BOTELLA DOUBLESPRING 600CC TRANSPARENT Color: NEGRO; TipoAcc: BOTELLA,S/ ,12.63
7/24/2023,592820001-14908,BICICLETA,SKATE BARB Color: ROSADO; Gén.: MUJER; Lic.: MATTEL; Talla: S,S/ ,92.80
